Symbol,Vollständig,Leere_Dateien,Details
ABS,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ABT,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ABX,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ACAS,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ACF,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ACGL,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ACN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ACS,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ACV,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ACY,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AD,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADBE,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADCT,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADL,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ADM,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADP,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADS,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADSK,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ADT,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AEE,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AEP,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AES,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AET,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AFL,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AFS-A,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AGC,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AGM,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AGN,⚠️ Unvollständig,1,{"Profile": "EMPTY", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AH,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AHM,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AHS,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AIG,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AIN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AIT,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AIV,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AIZ,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AJG,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AKAM,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AKS,⚠️ Unvollständig,1,{"Profile": "EMPTY", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALB,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALGN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALK,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALL,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALLE,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALS,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ALTR,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ALXN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AM,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMAT,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMBC,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMCR,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMD,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AME,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMG,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMGN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMH,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMI,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AMO,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AMP,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMT,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMTM,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AMZN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ANDV,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ANDW,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ANET,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ANF,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ANR,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ANSS,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AON,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AOS,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APA,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APC,⚠️ Unvollständig,1,{"Profile": "EMPTY", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APCC,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
APD,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APH,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APO,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APOL,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APP,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
APTV,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ARC,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ARE,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ARG,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ASC,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ASH,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ASN,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
ASND,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ASO,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ASR,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AST,⚠️ Unvollständig,1,{"Profile": "EMPTY", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AT,⚠️ Unvollständig,1,{"Profile": "EMPTY", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ATGE,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ATI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ATO,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
ATVI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AV,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AVB,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AVGO,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AVY,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AW,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AWE,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AWK,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AXON,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AXP,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AYE,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AYI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
AZA-A,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
AZO,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BA,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BAC,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BALL,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BAW,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BAX,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BAY,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BBBY,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BBI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BBL,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BBWI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BBY,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BC,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BCR,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BCW,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BDK,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BDX,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BEAM,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BEC,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BEL,⚠️ Unvollständig,1,{"Profile": "EMPTY", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BEN,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BEV,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BF-B,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BFI,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BFO,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BG,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BGEN,⚠️ Unvollständig,6,{"Profile": "EMPTY", "IncomeStatement": "EMPTY", "BalanceSheet": "EMPTY", "CashflowStatement": "EMPTY", "KeyMetrics": "EMPTY", "Ratios": "EMPTY"}
BHF,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BIG,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
BIIB,✅ Vollständig,0,{"Profile": "OK", "IncomeStatement": "OK", "BalanceSheet": "OK", "CashflowStatement": "OK", "KeyMetrics": "OK", "Ratios": "OK"}
